import time: self [us] | cumulative | imported package
import time:       596 |        710 |                         asttokens.util
import time:       287 |        996 |                       asttokens.asttokens
import time:       196 |       1428 |                     asttokens
import time:        28 |       1456 |                   asttokens.util
import time:       898 |        898 |                           fractions
import time:       398 |       1295 |                         pure_eval.utils
import time:       190 |       1485 |                       pure_eval.my_getattr_static
import time:       473 |       1957 |                     pure_eval.core
import time:       126 |        126 |                     pure_eval.version
import time:       217 |       2299 |                   pure_eval
import time:       420 |        420 |                   stack_data.utils
import time:      1598 |       7131 |                 stack_data.core
import time:       295 |        295 |                 stack_data.formatting
import time:       281 |        281 |                 stack_data.serializing
import time:       115 |        115 |                 stack_data.version
import time:       249 |       8069 |               stack_data
import time:       183 |        183 |                   pygments
import time:       197 |        197 |                   pygments.formatters._mapping
import time:       132 |        132 |                   pygments.plugin
import time:       969 |        969 |                   pygments.util
import time:       326 |       1805 |                 pygments.formatters
import time:       218 |        218 |                     pygments.styles._mapping
import time:       191 |        408 |                   pygments.styles
import time:       171 |        579 |                 pygments.formatter
import time:       153 |        153 |                 pygments.console
import time:       342 |        342 |                   pygments.token
import time:       374 |        715 |                 pygments.style
import time:       282 |       3532 |               pygments.formatters.terminal256
import time:       134 |        134 |                 IPython.utils
import time:      1144 |       1278 |               IPython.utils.colorable
import time:       159 |        159 |                     IPython.utils.ipstruct
import time:       269 |        428 |                   IPython.utils.coloransi
import time:       425 |        853 |                 IPython.utils.PyColorize
import time:       125 |        125 |                   IPython.utils.encoding
import time:       195 |        319 |                 IPython.utils.py3compat
import time:       135 |        135 |                 IPython.core.excolors
import time:       541 |       1846 |               IPython.core.debugger
import time:       296 |        296 |               IPython.core.display_trap
import time:       233 |        233 |                       pexpect.exceptions
import time:       149 |        149 |                       pexpect.utils
import time:       204 |        204 |                       pexpect.expect
import time:       417 |        417 |                             termios
import time:       208 |        625 |                           tty
import time:       169 |        794 |                         pty
import time:       278 |        278 |                             fcntl
import time:       255 |        255 |                             resource
import time:       230 |        230 |                             ptyprocess.util
import time:       401 |       1162 |                           ptyprocess.ptyprocess
import time:       189 |       1351 |                         ptyprocess
import time:       242 |        242 |                         pexpect.spawnbase
import time:       303 |       2688 |                       pexpect.pty_spawn
import time:       135 |        135 |                       pexpect.run
import time:       266 |       3672 |                     pexpect
import time:       144 |        144 |                     IPython.utils._process_common
import time:       185 |       4000 |                   IPython.utils._process_posix
import time:       169 |       4169 |                 IPython.utils.process
import time:       283 |       4452 |               IPython.utils.path
import time:       156 |        156 |               IPython.utils.terminal
import time:      2081 |      21707 |             IPython.core.ultratb
import time:       112 |        112 |               IPython.utils._sysinfo
import time:       191 |        303 |             IPython.utils.sysinfo
import time:       228 |      22237 |           IPython.core.crashhandler
import time:       112 |        112 |               IPython.utils.importstring
import time:       169 |        281 |             IPython.paths
import time:       554 |        834 |           IPython.core.profiledir
import time:       882 |      30165 |         IPython.core.application
import time:       179 |        179 |           IPython.terminal
import time:       207 |        207 |           IPython.core.compilerop
import time:       185 |        185 |             IPython.core.error
import time:       118 |        118 |               IPython.utils.docs
import time:       150 |        268 |             IPython.utils.decorators
import time:       816 |        816 |             IPython.utils.text
import time:       455 |       1723 |           IPython.core.magic_arguments
import time:       199 |        199 |             getopt
import time:       209 |        209 |                   IPython.core.display_functions
import time:        90 |         90 |                       winreg
import time:       275 |        365 |                     mimetypes
import time:       164 |        164 |                       IPython.testing
import time:       190 |        354 |                     IPython.testing.skipdoctest
import time:       618 |       1335 |                   IPython.core.display
import time:       127 |        127 |                     IPython.lib
import time:       508 |        635 |                   IPython.lib.display
import time:       191 |       2368 |                 IPython.display
import time:       122 |        122 |                 IPython.utils.data
import time:       340 |       2829 |               IPython.core.page
import time:       587 |        587 |               IPython.lib.pretty
import time:       406 |        406 |               IPython.utils.openpy
import time:       128 |        128 |               IPython.utils.dir2
import time:       170 |        170 |               IPython.utils.wildcard
import time:      1360 |       1360 |                 pygments.lexers._mapping
import time:       469 |        469 |                 pygments.modeline
import time:       300 |       2128 |               pygments.lexers
import time:       183 |        183 |                   pygments.filter
import time:       479 |        479 |                   pygments.filters
import time:       273 |        273 |                   pygments.regexopt
import time:       764 |       1698 |                 pygments.lexer
import time:       302 |        302 |                 pygments.unistring
import time:      2036 |       4036 |               pygments.lexers.python
import time:       127 |        127 |                 ctags
import time:       445 |        571 |               pygments.formatters.html
import time:      1701 |      12553 |             IPython.core.oinspect
import time:       295 |        295 |               IPython.utils.tokenutil
import time:      1678 |       1972 |             IPython.core.inputtransformer2
import time:      1014 |      15737 |           IPython.core.magic
import time:       101 |        101 |             pickleshare
import time:       195 |        195 |             IPython.core.hooks
import time:       207 |        207 |               IPython.core.autocall
import time:       355 |        355 |               IPython.core.macro
import time:       599 |        599 |               IPython.core.splitinput
import time:      3136 |       4294 |             IPython.core.prefilter
import time:       656 |        656 |             IPython.core.alias
import time:       350 |        350 |             IPython.core.builtin_trap
import time:       409 |        409 |             IPython.core.displayhook
import time:       451 |        451 |             IPython.core.displaypub
import time:       170 |        170 |             IPython.core.events
import time:       328 |        328 |             IPython.core.extensions
import time:       433 |        433 |               decorator
import time:       134 |        134 |               IPython.utils.sentinel
import time:      3135 |       3701 |             IPython.core.formatters
import time:       786 |        786 |                   _sqlite3
import time:       329 |       1114 |                 sqlite3.dbapi2
import time:       186 |       1300 |               sqlite3
import time:      2182 |       3482 |             IPython.core.history
import time:       345 |        345 |             IPython.core.logger
import time:       300 |        300 |             IPython.core.payload
import time:       177 |        177 |             IPython.core.usage
import time:       215 |        215 |               IPython.utils.capture
import time:       211 |        425 |             IPython.utils.io
import time:       148 |        148 |             IPython.utils.strdispatch
import time:       153 |        153 |             IPython.utils.syspathcontext
import time:        91 |         91 |               docrepr
import time:        28 |        119 |             docrepr.sphinxify
import time:       462 |        462 |                 exceptiongroup._exceptions
import time:       329 |        791 |               exceptiongroup._catch
import time:       123 |        123 |               exceptiongroup._version
import time:       742 |        742 |               exceptiongroup._formatting
import time:       163 |        163 |               exceptiongroup._suppress
import time:       262 |       2079 |             exceptiongroup
import time:       205 |        205 |             IPython.core.async_helpers
import time:      2858 |      20935 |           IPython.core.interactiveshell
import time:       273 |        273 |                       prompt_toolkit.application.current
import time:       138 |        138 |                             prompt_toolkit.eventloop.utils
import time:       290 |        428 |                           prompt_toolkit.eventloop.async_generator
import time:       268 |        268 |                           prompt_toolkit.eventloop.inputhook
import time:       172 |        867 |                         prompt_toolkit.eventloop
import time:       204 |       1071 |                       prompt_toolkit.application.run_in_terminal
import time:       413 |        413 |                               prompt_toolkit.selection
import time:       285 |        698 |                             prompt_toolkit.clipboard.base
import time:       175 |        175 |                             prompt_toolkit.clipboard.in_memory
import time:       161 |       1034 |                           prompt_toolkit.clipboard
import time:       329 |        329 |                               prompt_toolkit.cache
import time:       213 |        213 |                               prompt_toolkit.enums
import time:       340 |        340 |                               prompt_toolkit.filters.base
import time:      1027 |       1908 |                             prompt_toolkit.filters.app
import time:       167 |        167 |                             prompt_toolkit.filters.cli
import time:       144 |        144 |                             prompt_toolkit.filters.utils
import time:       221 |       2438 |                           prompt_toolkit.filters
import time:      1137 |       4608 |                         prompt_toolkit.document
import time:       313 |       4920 |                       prompt_toolkit.auto_suggest
import time:      2370 |       2370 |                                             prompt_toolkit.keys
import time:       782 |       3152 |                                           prompt_toolkit.key_binding.key_bindings
import time:       131 |        131 |                                                   wcwidth.table_vs16
import time:       219 |        219 |                                                   wcwidth.table_wide
import time:       347 |        347 |                                                   wcwidth.table_zero
import time:       144 |        144 |                                                   wcwidth.unicode_versions
import time:       283 |       1123 |                                                 wcwidth.wcwidth
import time:       191 |       1314 |                                               wcwidth
import time:       481 |       1794 |                                             prompt_toolkit.utils
import time:       343 |       2137 |                                           prompt_toolkit.key_binding.key_processor
import time:       160 |       5447 |                                         prompt_toolkit.key_binding
import time:       406 |       5853 |                                       prompt_toolkit.key_binding.vi_state
import time:       394 |       6246 |                                     prompt_toolkit.cursor_shapes
import time:       471 |        471 |                                     prompt_toolkit.data_structures
import time:       561 |        561 |                                       prompt_toolkit.styles.base
import time:       180 |        180 |                                         prompt_toolkit.styles.named_colors
import time:       503 |        503 |                                         prompt_toolkit.styles.style
import time:       272 |        954 |                                       prompt_toolkit.styles.defaults
import time:       135 |        135 |                                       prompt_toolkit.styles.pygments
import time:       162 |        162 |                                         colorsys
import time:       460 |        622 |                                       prompt_toolkit.styles.style_transformation
import time:       228 |       2498 |                                     prompt_toolkit.styles
import time:       294 |        294 |                                     prompt_toolkit.output.color_depth
import time:       403 |       9910 |                                   prompt_toolkit.output.base
import time:       131 |        131 |                                       prompt_toolkit.output.flush_stdout
import time:       235 |        366 |                                     prompt_toolkit.output.plain_text
import time:       172 |        537 |                                   prompt_toolkit.output.defaults
import time:       154 |      10600 |                                 prompt_toolkit.output
import time:       642 |      11242 |                               prompt_toolkit.output.vt100
import time:       447 |        447 |                                 prompt_toolkit.mouse_events
import time:       433 |        879 |                               prompt_toolkit.formatted_text.base
import time:       560 |      12680 |                             prompt_toolkit.formatted_text.ansi
import time:       221 |        221 |                                   xml.dom.domreg
import time:       420 |        640 |                                 xml.dom
import time:       177 |        177 |                                 xml.dom.minicompat
import time:       143 |        143 |                                   xml.dom.NodeFilter
import time:       380 |        522 |                                 xml.dom.xmlbuilder
import time:       918 |       2255 |                               xml.dom.minidom
import time:       210 |       2465 |                             prompt_toolkit.formatted_text.html
import time:       150 |        150 |                             prompt_toolkit.formatted_text.pygments
import time:       154 |        154 |                             prompt_toolkit.formatted_text.utils
import time:       207 |      15654 |                           prompt_toolkit.formatted_text
import time:       389 |      16043 |                         prompt_toolkit.completion.base
import time:       160 |        160 |                         prompt_toolkit.completion.deduplicate
import time:       211 |        211 |                         prompt_toolkit.completion.filesystem
import time:       243 |        243 |                           prompt_toolkit.completion.word_completer
import time:       395 |        638 |                         prompt_toolkit.completion.fuzzy_completer
import time:       252 |        252 |                         prompt_toolkit.completion.nested
import time:       243 |      17544 |                       prompt_toolkit.completion
import time:       364 |        364 |                       prompt_toolkit.history
import time:       288 |        288 |                       prompt_toolkit.search
import time:       291 |        291 |                       prompt_toolkit.validation
import time:      1147 |      25895 |                     prompt_toolkit.buffer
import time:       297 |        297 |                         prompt_toolkit.input.base
import time:       136 |        136 |                         prompt_toolkit.input.defaults
import time:       177 |        610 |                       prompt_toolkit.input
import time:        26 |        635 |                     prompt_toolkit.input.base
import time:       142 |        142 |                     prompt_toolkit.input.typeahead
import time:       124 |        124 |                       prompt_toolkit.key_binding.bindings
import time:       144 |        144 |                       prompt_toolkit.key_binding.bindings.scroll
import time:       222 |        489 |                     prompt_toolkit.key_binding.bindings.page_navigation
import time:       247 |        247 |                                     prompt_toolkit.lexers.base
import time:      1005 |       1005 |                                     prompt_toolkit.lexers.pygments
import time:       193 |       1444 |                                   prompt_toolkit.lexers
import time:       236 |        236 |                                     prompt_toolkit.layout.utils
import time:       769 |       1004 |                                   prompt_toolkit.layout.processors
import time:       698 |       3145 |                                 prompt_toolkit.layout.controls
import time:       228 |        228 |                                 prompt_toolkit.layout.dimension
import time:       260 |        260 |                                 prompt_toolkit.layout.margins
import time:       161 |        161 |                                 prompt_toolkit.layout.mouse_handlers
import time:       267 |        267 |                                 prompt_toolkit.layout.screen
import time:      1396 |       5454 |                               prompt_toolkit.layout.containers
import time:       295 |        295 |                               prompt_toolkit.layout.layout
import time:       404 |        404 |                               prompt_toolkit.layout.menus
import time:       231 |        231 |                               prompt_toolkit.layout.scrollable_pane
import time:       236 |       6619 |                             prompt_toolkit.layout
import time:        27 |       6645 |                           prompt_toolkit.layout.controls
import time:       181 |        181 |                           prompt_toolkit.key_binding.bindings.completion
import time:       657 |       7482 |                         prompt_toolkit.key_binding.bindings.named_commands
import time:       212 |       7694 |                       prompt_toolkit.key_binding.bindings.basic
import time:       137 |        137 |                       prompt_toolkit.key_binding.bindings.cpr
import time:       340 |        340 |                       prompt_toolkit.key_binding.bindings.emacs
import time:       240 |        240 |                       prompt_toolkit.key_binding.bindings.mouse
import time:       302 |        302 |                           prompt_toolkit.input.ansi_escape_sequences
import time:       698 |        999 |                         prompt_toolkit.input.vt100_parser
import time:       436 |        436 |                         prompt_toolkit.key_binding.digraphs
import time:       821 |       2255 |                       prompt_toolkit.key_binding.bindings.vi
import time:       192 |      10856 |                     prompt_toolkit.key_binding.defaults
import time:       157 |        157 |                     prompt_toolkit.key_binding.emacs_state
import time:       138 |        138 |                     prompt_toolkit.layout.dummy
import time:       497 |        497 |                     prompt_toolkit.renderer
import time:       807 |      39612 |                   prompt_toolkit.application.application
import time:       251 |        251 |                   prompt_toolkit.application.dummy
import time:       242 |      40105 |                 prompt_toolkit.application
import time:       342 |        342 |                         prompt_toolkit.widgets.toolbars
import time:       715 |       1057 |                       prompt_toolkit.widgets.base
import time:       122 |        122 |                         prompt_toolkit.key_binding.bindings.focus
import time:       186 |        308 |                       prompt_toolkit.widgets.dialogs
import time:       325 |        325 |                       prompt_toolkit.widgets.menus
import time:       281 |       1970 |                     prompt_toolkit.widgets
import time:       327 |       2297 |                   prompt_toolkit.shortcuts.choice_input
import time:       248 |        248 |                   prompt_toolkit.shortcuts.dialogs
import time:       588 |        588 |                         xml.dom.expatbuilder
import time:      1073 |       1660 |                       prompt_toolkit.shortcuts.progress_bar.formatters
import time:       454 |       2114 |                     prompt_toolkit.shortcuts.progress_bar.base
import time:       161 |       2275 |                   prompt_toolkit.shortcuts.progress_bar
import time:       145 |        145 |                     prompt_toolkit.key_binding.bindings.auto_suggest
import time:       163 |        163 |                     prompt_toolkit.key_binding.bindings.open_in_editor
import time:       984 |       1291 |                   prompt_toolkit.shortcuts.prompt
import time:       182 |        182 |                   prompt_toolkit.shortcuts.utils
import time:       226 |       6515 |                 prompt_toolkit.shortcuts
import time:      1809 |      48428 |               prompt_toolkit
import time:        31 |      48458 |             prompt_toolkit.auto_suggest
import time:       221 |        221 |             prompt_toolkit.patch_stdout
import time:      3025 |       3025 |                 IPython.core.guarded_eval
import time:       724 |        724 |                 IPython.core.latex_symbols
import time:      1169 |       1169 |                 IPython.utils.generics
import time:       505 |        505 |                           parso.utils
import time:       594 |       1098 |                         parso.tree
import time:       120 |        120 |                                   parso.python
import time:       370 |        370 |                                   parso.python.token
import time:      1525 |       2015 |                                 parso.python.tokenize
import time:       262 |       2276 |                               parso.pgen2.grammar_parser
import time:       583 |       2858 |                             parso.pgen2.generator
import time:       150 |       3007 |                           parso.pgen2
import time:        33 |       3040 |                         parso.pgen2.generator
import time:       416 |       4554 |                       parso.parser
import time:       120 |        120 |                         parso._compatibility
import time:       456 |        456 |                               parso.python.prefix
import time:      1176 |       1631 |                             parso.python.tree
import time:       222 |       1853 |                           parso.python.parser
import time:       453 |       2305 |                         parso.python.diff
import time:       293 |        293 |                         parso.cache
import time:       378 |        378 |                           parso.normalizer
import time:       983 |       1360 |                         parso.python.errors
import time:       494 |        494 |                         parso.python.pep8
import time:       245 |        245 |                         parso.file_io
import time:       543 |       5358 |                       parso.grammar
import time:       228 |      10139 |                     parso
import time:       250 |        250 |                     jedi.parser_utils
import time:        99 |         99 |                       colorama
import time:       278 |        376 |                     jedi.debug
import time:       158 |        158 |                     jedi.settings
import time:       236 |        236 |                     jedi.cache
import time:       224 |        224 |                     jedi.file_io
import time:       194 |        194 |                               jedi.inference.cache
import time:       238 |        238 |                                 jedi.inference.helpers
import time:       385 |        385 |                                 jedi.inference.utils
import time:       547 |       1170 |                               jedi.inference.base_value
import time:       247 |       1610 |                             jedi.inference.sys_path
import time:       176 |        176 |                                     jedi.inference.recursion
import time:       355 |        531 |                                   jedi.inference.flow_analysis
import time:       126 |        126 |                                         jedi.common
import time:       222 |        347 |                                       jedi.inference.lazy_value
import time:       533 |        879 |                                     jedi.inference.docstrings
import time:       168 |        168 |                                     jedi.plugins
import time:       752 |       1798 |                                   jedi.inference.names
import time:       636 |       2964 |                                 jedi.inference.filters
import time:       164 |        164 |                                   jedi.inference.compiled.getattr_static
import time:       542 |        706 |                                 jedi.inference.compiled.access
import time:       321 |        321 |                                 jedi.inference.signature
import time:       422 |        422 |                                 jedi.inference.context
import time:       569 |       4980 |                               jedi.inference.compiled.value
import time:       196 |       5175 |                             jedi.inference.compiled
import time:       222 |        222 |                             jedi.inference.analysis
import time:       127 |        127 |                               jedi.inference.gradual
import time:       360 |        360 |                                     jedi.inference.value.module
import time:      1030 |       1030 |                                           jedi.inference.value.dynamic_arrays
import time:       869 |       1898 |                                         jedi.inference.value.iterable
import time:       344 |       2241 |                                       jedi.inference.arguments
import time:       134 |        134 |                                         jedi.inference.parser_cache
import time:       225 |        225 |                                         jedi.inference.gradual.generics
import time:       628 |        986 |                                       jedi.inference.value.function
import time:       380 |       3606 |                                     jedi.inference.value.klass
import time:       655 |        655 |                                     jedi.inference.value.instance
import time:       180 |       4799 |                                   jedi.inference.value
import time:        25 |       4823 |                                 jedi.inference.value.module
import time:       462 |        462 |                                   jedi.inference.gradual.base
import time:       229 |        229 |                                   jedi.inference.gradual.type_var
import time:       581 |       1271 |                                 jedi.inference.gradual.typing
import time:       277 |       6370 |                               jedi.inference.gradual.stub_value
import time:       540 |       7036 |                             jedi.inference.gradual.typeshed
import time:       158 |        158 |                                 jedi._compatibility
import time:       341 |        341 |                                 jedi.inference.compiled.subprocess.functions
import time:       171 |        171 |                                 jedi.api.exceptions
import time:       448 |       1116 |                               jedi.inference.compiled.subprocess
import time:        32 |       1147 |                             jedi.inference.compiled.subprocess.functions
import time:       447 |      15634 |                           jedi.inference.imports
import time:       209 |        209 |                               jedi.inference.param
import time:       257 |        466 |                             jedi.inference.gradual.annotation
import time:       151 |        151 |                             jedi.inference.value.decorator
import time:       442 |       1058 |                           jedi.inference.syntax_tree
import time:       357 |      17048 |                         jedi.inference
import time:        29 |      17076 |                       jedi.inference.utils
import time:       238 |        238 |                         jedi.inference.gradual.conversion
import time:       323 |        560 |                       jedi.inference.compiled.mixed
import time:       145 |        145 |                         pydoc_data
import time:       940 |        940 |                         pydoc_data.topics
import time:       250 |       1334 |                       jedi.api.keywords
import time:       257 |        257 |                       jedi.api.completion_cache
import time:       398 |        398 |                       jedi.api.helpers
import time:       629 |      20252 |                     jedi.api.classes
import time:       220 |        220 |                     jedi.api.interpreter
import time:       165 |        165 |                       jedi.api.strings
import time:       189 |        189 |                       jedi.api.file_name
import time:       173 |        173 |                       jedi.inference.docstring_utils
import time:       652 |       1177 |                     jedi.api.completion
import time:       222 |        222 |                       filecmp
import time:       434 |        656 |                     jedi.api.environment
import time:       255 |        255 |                       jedi.inference.references
import time:       269 |        523 |                     jedi.api.project
import time:       144 |        144 |                     jedi.api.errors
import time:       197 |        197 |                       jedi.inference.value.namespace
import time:       329 |        526 |                     jedi.api.refactoring
import time:       251 |        251 |                     jedi.api.refactoring.extract
import time:       124 |        124 |                     jedi.inference.gradual.utils
import time:       810 |      36058 |                   jedi.api
import time:       779 |        779 |                     jedi.plugins.stdlib
import time:       131 |        131 |                     jedi.plugins.flask
import time:       246 |        246 |                     jedi.plugins.pytest
import time:       469 |        469 |                     jedi.plugins.django
import time:       298 |       1921 |                   jedi.plugins.registry
import time:       287 |      38265 |                 jedi
import time:      3957 |      47139 |               IPython.core.completer
import time:       289 |        289 |               IPython.terminal.ptutils
import time:       204 |        204 |                 IPython.terminal.shortcuts.auto_match
import time:      1120 |       1120 |                   IPython.terminal.shortcuts.filters
import time:       513 |       1633 |                 IPython.terminal.shortcuts.auto_suggest
import time:      3179 |       5015 |               IPython.terminal.shortcuts
import time:       389 |      52830 |             IPython.terminal.debugger
import time:       172 |        172 |               IPython.lib.clipboard
import time:       489 |        661 |             IPython.terminal.magics
import time:       251 |        251 |             IPython.terminal.pt_inputhooks
import time:       404 |        404 |             IPython.terminal.prompts
import time:      2723 |     105545 |           IPython.terminal.interactiveshell
import time:       374 |        374 |               IPython.core.magics.auto
import time:      2276 |       2276 |               IPython.core.magics.basic
import time:       145 |        145 |                 IPython.utils.contexts
import time:       903 |       1047 |               IPython.core.magics.code
import time:       388 |        388 |               IPython.core.magics.config
import time:       723 |        723 |               IPython.core.magics.display
import time:      1568 |       1568 |                 pstats
import time:       134 |        134 |                 IPython.utils.module_paths
import time:       129 |        129 |                 IPython.utils.timing
import time:       238 |        238 |                 IPython.core.magics.ast_mod
import time:      2508 |       4575 |               IPython.core.magics.execution
import time:       302 |        302 |               IPython.core.magics.extension
import time:      1975 |       1975 |               IPython.core.magics.history
import time:       326 |        326 |               IPython.core.magics.logging
import time:       415 |        415 |               IPython.core.magics.namespace
import time:      1015 |       1015 |               IPython.core.magics.osm
import time:       327 |        327 |               IPython.core.magics.packaging
import time:       239 |        239 |                 IPython.core.pylabtools
import time:      1530 |       1769 |               IPython.core.magics.pylab
import time:      1404 |       1404 |               IPython.core.magics.script
import time:       555 |      17463 |             IPython.core.magics
import time:       839 |        839 |             IPython.core.shellapp
import time:       151 |        151 |               IPython.extensions
import time:       440 |        590 |             IPython.extensions.storemagic
import time:      1448 |      20339 |           IPython.terminal.ipapp
import time:      2251 |     166913 |         IPython.terminal.embed
import time:       148 |        148 |         IPython.utils.frame
import time:       316 |     198048 |       IPython
import time:       489 |        489 |               comm.base_comm
import time:       238 |        726 |             comm
import time:       136 |        861 |           ipywidgets.comm
import time:       144 |        144 |           ipywidgets.widgets.utils
import time:      1331 |       2335 |         ipywidgets.widgets.widget
import time:     10252 |      10252 |           ipywidgets.widgets.trait_types
import time:       920 |        920 |           ipywidgets.widgets.widget_layout
import time:       433 |        433 |           ipywidgets.widgets.widget_style
import time:       606 |      12210 |         ipywidgets.widgets.domwidget
import time:       405 |        405 |         ipywidgets.widgets.valuewidget
import time:       417 |        417 |         ipywidgets.widgets.widget_core
import time:       784 |        784 |           ipywidgets.widgets.widget_description
import time:      2499 |       3283 |         ipywidgets.widgets.widget_bool
import time:       898 |        898 |         ipywidgets.widgets.widget_button
import time:       142 |        142 |           ipywidgets.widgets.docutils
import time:      1563 |       1704 |         ipywidgets.widgets.widget_box
import time:      5676 |       5676 |           ipywidgets.widgets.widget_int
import time:      4904 |      10579 |         ipywidgets.widgets.widget_float
import time:       710 |        710 |         ipywidgets.widgets.widget_color
import time:       725 |        725 |         ipywidgets.widgets.widget_date
import time:       998 |        998 |         ipywidgets.widgets.widget_datetime
import time:       644 |        644 |         ipywidgets.widgets.widget_time
import time:       548 |        548 |         ipywidgets.widgets.widget_output
import time:      5486 |       5486 |         ipywidgets.widgets.widget_selection
import time:      1689 |       1689 |         ipywidgets.widgets.widget_selectioncontainer
import time:      4950 |       4950 |         ipywidgets.widgets.widget_string
import time:      1265 |       1265 |         ipywidgets.widgets.widget_controller
import time:       747 |        747 |         ipywidgets.widgets.interaction
import time:       777 |        777 |         ipywidgets.widgets.widget_link
import time:      1798 |       1798 |         ipywidgets.widgets.widget_media
import time:      2845 |       2845 |         ipywidgets.widgets.widget_tagsinput
import time:      1799 |       1799 |         ipywidgets.widgets.widget_templates
import time:       706 |        706 |         ipywidgets.widgets.widget_upload
import time:       710 |      58217 |       ipywidgets.widgets
import time:       329 |     261969 |     ipywidgets
import time:       166 |        166 |       src.axolotl.analysis.modules
import time:       245 |        411 |     src.axolotl.analysis.modules.waveform
import time:       241 |        241 |     src.axolotl.analysis.modules.sta
import time:       151 |        151 |     src.axolotl.analysis.modules.spatial
import time:       596 |    2972779 |   src.axolotl.analysis.analysis_core
import time:       100 |        100 |             visionloader.cython_extensions
import time:       656 |        755 |           visionloader.cython_extensions.visionfile_cext
import time:       351 |        351 |           visionloader.visionload_cpp_extensions
import time:       131 |        131 |                         jaraco
import time:       308 |        308 |                             more_itertools.recipes
import time:      1094 |       1401 |                           more_itertools.more
import time:       215 |       1616 |                         more_itertools
import time:       420 |       2166 |                       jaraco.functools
import time:       281 |        281 |                         distutils.compat
import time:       252 |        533 |                       distutils.compat.py39
import time:        93 |         93 |                             distutils.compilers
import time:       183 |        276 |                           distutils.compilers.C
import time:       253 |        529 |                         distutils.compilers.C.errors
import time:       298 |        826 |                       distutils.errors
import time:       264 |       3787 |                     distutils._modified
import time:       113 |        113 |                       distutils._log
import time:       153 |        153 |                         distutils.file_util
import time:       258 |        411 |                       distutils.dir_util
import time:       129 |        129 |                         distutils.debug
import time:       191 |        320 |                       distutils.spawn
import time:       232 |       1073 |                     distutils.archive_util
import time:       249 |        249 |                     distutils.util
import time:       430 |       5538 |                   distutils.cmd
import time:       519 |        519 |                           packaging._elffile
import time:       384 |        902 |                         packaging._manylinux
import time:       289 |        289 |                         packaging._musllinux
import time:       388 |       1578 |                       packaging.tags
import time:      2235 |       3813 |                     packaging.utils
import time:       543 |        543 |                     distutils.fancy_getopt
import time:    100477 |     104832 |                   distutils.dist
import time:       298 |        298 |                   distutils.extension
import time:       983 |     111649 |                 _distutils_hack.override
import time:       255 |        255 |                     distutils.filelist
import time:       225 |        479 |                   setuptools.monkey
import time:       168 |        168 |                   distutils.log
import time:       224 |        870 |                 setuptools.logging
import time:       140 |        140 |                   setuptools._imp
import time:       231 |        370 |                 setuptools.depends
import time:       230 |        230 |                   setuptools._path
import time:       514 |        743 |                 setuptools.discovery
import time:      4800 |       4800 |                         packaging.specifiers
import time:      5695 |      10494 |                       packaging._tokenizer
import time:       684 |      11178 |                     packaging._parser
import time:       569 |      11746 |                   packaging.markers
import time:       326 |        326 |                         backports
import time:       187 |        187 |                             backports.tarfile.compat
import time:       206 |        393 |                           backports.tarfile.compat.py38
import time:      1067 |       1459 |                         backports.tarfile
import time:       327 |       2111 |                       jaraco.context
import time:       779 |       2889 |                     jaraco.text
import time:       290 |        290 |                         importlib_metadata._meta
import time:       280 |        280 |                         importlib_metadata._collections
import time:       165 |        165 |                         importlib_metadata._compat
import time:       125 |        125 |                         importlib_metadata._functools
import time:       146 |        146 |                         importlib_metadata._itertools
import time:       114 |        114 |                         importlib_metadata._typing
import time:       133 |        133 |                         importlib_metadata.compat
import time:       179 |        179 |                         importlib_metadata.compat.py39
import time:       130 |        130 |                         importlib_metadata.compat.py311
import time:      1004 |       2561 |                       importlib_metadata
import time:       143 |       2703 |                     setuptools._importlib
import time:       124 |        124 |                     setuptools._itertools
import time:       208 |        208 |                     setuptools.errors
import time:       314 |       6235 |                   setuptools._entry_points
import time:       183 |        183 |                     packaging.requirements
import time:       203 |        386 |                   setuptools._reqs
import time:       196 |        196 |                     setuptools.warnings
import time:       378 |        573 |                   setuptools._static
import time:       131 |        131 |                       distutils.command
import time:       301 |        432 |                     distutils.command.bdist
import time:       148 |        579 |                   setuptools.command
import time:       755 |        755 |                       packaging.licenses._spdx
import time:       284 |       1039 |                     packaging.licenses
import time:       888 |       1926 |                   setuptools._normalization
import time:       350 |        350 |                       setuptools.config.expand
import time:       710 |       1060 |                     setuptools.config.setupcfg
import time:       203 |       1262 |                   setuptools.config
import time:      2032 |       2032 |                         email._header_value_parser
